Algorithm;Map-Filename;Path-Length;Visited-Cubes;Max-Queue-Size;Runtime;Found-Goal;Memory-Used;Count-Of-Memory-Allocations;Average-Allocation-Size
Dijkstra;512x512_Map_4_Space_16.txt;3263.0;153924.0;155.0;4.265619519993197;1.0;17212.8951171875;304778.6;57.83215950682353
Dijkstra;512x512_Map_5_Space_1.txt;5455.0;106560.0;88.0;2.8940571999759412;1.0;13011.13837890625;205305.5;64.89551394783908
Dijkstra;512x512_Map_5_Space_2.txt;3519.0;134663.0;137.0;3.5367313700029626;1.0;15469.091015625;263443.7;60.128024377968345
Dijkstra;512x512_Map_5_Space_4.txt;2881.0;197907.0;221.0;5.422856489988044;1.0;24944.11572265625;388312.9;65.77884617582647
Dijkstra;512x512_Map_5_Space_8.txt;2597.0;182929.0;200.0;5.068181660026312;1.0;23739.4537109375;361006.3;67.33733070414489
Dijkstra;512x512_Map_5_Space_16.txt;2569.0;202154.0;220.0;5.664898390008602;1.0;25056.6466796875;388771.6;65.99763516782096
Dijkstra;512x512_Map_6_Space_1.txt;6623.0;124767.0;97.0;3.374864460004028;1.0;14764.40888671875;247626.9;61.05457328536852
Dijkstra;512x512_Map_6_Space_2.txt;4517.0;139353.0;137.0;3.662993049970828;1.0;15995.58056640625;276521.4;59.2340215335917
Dijkstra;512x512_Map_6_Space_4.txt;2337.0;87140.0;147.0;2.3572733200038782;1.0;12206.402734375;194968.5;64.10962010176812
Dijkstra;512x512_Map_6_Space_8.txt;3181.0;140413.0;112.0;3.84315065999981;1.0;15477.99873046875;259515.5;61.07331070880114
Dijkstra;512x512_Map_6_Space_16.txt;2331.0;236392.0;306.0;6.651833019999321;1.0;28188.41787109375;463332.0;62.29861094353642
Dijkstra;512x512_Map_7_Space_1.txt;5023.0;123461.0;89.0;3.386796790000517;1.0;14626.24755859375;244511.7;61.25382846701971
Dijkstra;512x512_Map_7_Space_2.txt;3909.0;137431.0;148.0;3.5896221700124444;1.0;15666.6830078125;267542.1;59.96321130297464
Dijkstra;512x512_Map_7_Space_4.txt;4729.0;93025.0;80.0;2.492331390012987;1.0;11999.6751953125;183279.8;67.04321703763813
Dijkstra;512x512_Map_7_Space_8.txt;3697.0;216823.0;236.0;5.9974555800086815;1.0;26371.862890625;419545.0;64.36684411661645
Dijkstra;512x512_Map_7_Space_16.txt;2341.0;225363.0;273.0;6.319230700004846;1.0;26898.47490234375;430362.8;64.00190340757459
Dijkstra;512x512_Map_8_Space_1.txt;4547.0;127184.0;111.0;3.475242190004792;1.0;14853.10205078125;249137.8;61.048851460276765
Dijkstra;512x512_Map_8_Space_2.txt;3401.0;155796.0;144.0;4.092926559981424;1.0;17454.51533203125;311100.4;57.45226860225237
Dijkstra;512x512_Map_8_Space_4.txt;2587.0;168073.0;187.0;4.567049870011397;1.0;22481.6740234375;331874.4;69.36730952048217
Dijkstra;512x512_Map_8_Space_8.txt;4481.0;201029.0;188.0;5.559129629994277;1.0;25260.59091796875;395710.5;65.3681040227878
Dijkstra;512x512_Map_8_Space_16.txt;2421.0;201191.0;294.0;5.6062815799959935;1.0;24244.3888671875;363619.6;68.27534657657243
Dijkstra;512x512_Map_9_Space_1.txt;4091.0;121872.0;95.0;3.3070454099797644;1.0;14405.126171875;238901.5;61.744481531433564
Dijkstra;512x512_Map_9_Space_2.txt;4125.0;118506.0;119.0;3.0919009499717505;1.0;14420.4140625;241753.0;61.08095478423828
Dijkstra;512x512_Map_9_Space_4.txt;3305.0;112834.0;183.0;3.037123099982273;1.0;13929.98828125;230567.5;61.8660828553452
Dijkstra;512x512_Map_9_Space_8.txt;2961.0;195227.0;228.0;5.401286490005441;1.0;24728.2828125;383315.5;66.05984265891655
Dijkstra;512x512_Map_9_Space_16.txt;5325.0;229405.0;212.0;6.363829540007282;1.0;27363.2845703125;441403.3;63.47937005556023
Dijkstra;512x512_Map_10_Space_1.txt;6895.0;117971.0;110.0;3.182168489997275;1.0;14153.6333984375;232962.3;62.21315913901037
Dijkstra;512x512_Map_10_Space_2.txt;3639.0;154552.0;130.0;4.059471340011806;1.0;17089.101953125;300367.7;58.25939478857596
Dijkstra;512x512_Map_10_Space_4.txt;3557.0;177089.0;205.0;4.825022730010096;1.0;23165.3859375;346816.7;68.39738463125519
